name,category,min_players,max_players,description
Sheepland,Abstract Strategy,2,4,"Sheepland is set on the beautiful island of the same name, where for centuries the population has taken care of sheep. While inexplicably working in the same field, two to four shepherds try to move sheep into the right areas to score points. During a turn, you must take three actions, chosen from these possibilities:&#10;&#10;&#10;    Move your shepherd&#10;    Move one sheep&#10;    Buy one terrain tile&#10;&#10;&#10;You must move your shepherd at least once during your turn, and you can't take the same action twice in a row without moving the shepherd between.&#10;&#10;Six different terrain types are available, with five tiles of each type and increasing costs (from 0 to 4 dinars) on those tiles. When you buy a tile, you're not claiming land on the game board, but rather investing in that type of landscape as that's where you expect the sheep to end up grazing. At the end of the game, you score 1 point per tile of a terrain type for each sheep in a region of this type; you also score for coins still in hand.&#10;&#10;The map on the game board shows regions separated by roads: three regions of each terrain type for a total of 18 regions. Numbered &quot;rest stops&quot; lie along the roads, with each rest stop between exactly two regions. Shepherds move from one rest stop to another, with the first movement being free and all others on the same turn costing 1 coin. When you buy a terrain, you can purchase the top tile of either of the two terrain types next to your shepherd. When you move a sheep, you move one sheep from a region adjacent to your shepherd to the other region adjacent to that piece, i.e., you lead the sheep across the road to a greener pastures &ndash; well, greener for you, if all goes well.&#10;&#10;Each time you move the shepherd, you place a fence in the rest stop from which it started moving, making that location off-limits for the rest of the game. During the game some regions become inaccessible, and if they are full of sheep, naturally there's a rush for the tiles. The lone black sheep in the game, which is worth two points, serves as a semi-random element, possibly moving to an adjacent region each turn while still being movable by shepherds as long as it's not fenced in.&#10;&#10;After twenty fences have been placed, you end the round so that all players have the same number of turns, then you count up the points.&#10;&#10;"
Show Manager,Card Game,2,6,"The players put together four shows in any order: Queenie, Wolf, King Lear, and Ballet.  To accomplish this, players draft actor cards from a constantly changing queue of cards.  Each card represents actors of varying skills at roles.  Once a player puts together all the needed roles for a show, the value is judged against all the other productions of that type, with points given relative to the other productions.&#10;&#10;This is a Queen Games reprint of the db-Spiele original, Premiere.&#10;&#10;"
Smarty Party!,Party Game,3,8,"Party/trivia game centered around the idea of players collectively naming items on a list (e.g. &quot;10 US states with most shoreline&quot;).  As players, in turn, miss an item, they acquire penalty points (forward movement on the game board).  When a player reaches the end of the track, the person who advanced the least is the winner.&#10;&#10;Combines Trivial Pursuit and Outburst (though there's no real-time screaming).&#10;&#10;Expanded by:&#10;&#10;    Smarty Party! Expansion Set&#10;    Smarty Party! Gamers' Expansion&#10;    Smarty Party! Expansion Set Junior&#10;    Smarty Party! Expansion Set 2&#10;&#10;&#10;&#10;&#10;"
Sneaks & Snitches,Bluffing,2,5,"In this fast paced game you are the boss of sneaky thieves who are after prestige rather than money. Decide well what category of items you will be after and try to predict what other bosses will do. Send your team to the least expected location. Send your snitch to give police information about competing groups. Let the world know who&rsquo;s number one in your domain!&#10;&#10;Imagine you are the head of a company of thieves. Oh, not a filthy band of cutpurses and pickpockets, but rather an elite cadre of elegant ladies and gentlemen skilled in the art of illegal acquisition. As their criminal mastermind, your job is to coordinate their efforts and gain recognition as the best in the business.&#10;&#10;You decide whether to enter the presitigious and risky field of information theft. You decide how much effort to focus on stealing artifacts and jewelry. And don&rsquo;t forget about gold! Only the top thieves in each category will win the respect and admiration of their peers. Out-guess your competition and foil their plans, while sending your team after items no one expected you to steal.&#10;&#10;Sneaks and Snitches is a fast-paced game of psychological suspense. To win, you will need to be perceptive, clever, and daring.&#10;&#10;"
Space Alert,Electronic,1,5,"Space Alert is a cooperative team survival game. Players become crew members of a small spaceship scanning dangerous sectors of galaxy. The missions last just 10 real-time minutes (hyperspace jump, sector scan, hyperspace jump back) and the only task the players have is to protect their ship.&#10;&#10;During play, the central computer will announce the presence of various threats on one the supplied 10 minute soundtracks that also acts as a game timer. The threats vary from space battleships and interceptors to different interstellar monsters and abominations, asteroids or even intruders and malfunctions on the spaceship. Players have to agree who will take care of which task and coordinate their actions (moving around the ship, firing weapons, distributing energy, using battlebots to deal with intruders, launching guided missiles, etc.) in real time to defend the ship. Only a well-working team can survive 10 minutes and make the jump back to safety.&#10;&#10;The game offers several difficulty levels, huge variability and a unique experience for one to five player teams. One mission lasts only about 30 minutes, including setup and evaluation.&#10;&#10;(Based on a description from Czech Games Edition)&#10;&#10;"
Space Beans,Card Game,2,6,"This game is a successor to the popular Bohnanza but is less complex and is not based on trading.&#10;&#10;Players attempt to collect 30 points in &quot;trophies&quot; to win the game. This is accomplished by working with up to two collections of space beans - 1 public (face-up) and 1 secret (face-down).&#10;&#10;The primary mechanic is drawing beans, placing them in one of your collections (public or secret) if you have any matching cards to play, then passing your entire hand to the player on your right. If you compile a collection that contains a number of beans equal to the number value on one of beans in the collection, you may redeem the collection for the same amount of points on that card.&#10;&#10;For example: If a player has three violet beans, and one of them has a value of 3, that collection can be converted for three trophy points. The card numbered 3 would go into the trophy pile, and the other cards into the discard pile.&#10;&#10;Space Beans is part of the Bohnanza family of games.&#10;&#10;"
Space Dealer,City Building,3,4,"Space Dealer is played in real time to a 30-minute soundtrack (or timer) with all players playing simultaneously. Players start at their own planet with a power generator and a mine. They race to generate goods and deliver them to each other (earning victory points for both the player and the recipient) or to the neutral planets. They can also do research to improve their abilities and bring new cards into play. Everything &ndash; from generating goods to moving ships,to playing new cards &ndash; requires at least one flip of a sand timer; the catch is that each player has only two timers!&#10;&#10;At the start of the game it seems like you have all the time in the world. Very soon, though, the game becomes a frantic race to make as many deliveries as possible!&#10;&#10;A second copy of Space Dealer can be added to expand the game up to eight players.&#10;&#10;"
Space Station Assault,Card Game,2,2,"From the publisher, Your Move Games:&#10;&#10;Both players have identical decks representing a fleet of ships and a space station with four stats: Speed, Firepower, Shields and Victory. The goal is simple &ndash; destroy sixty Victory points worth of the enemy fleet, which can mean either the enemy space station or a large number of ships. It&rsquo;s quick to learn and quick to play, but has a lot of strategic depth and replay value for a game in its price range.&#10;&#10;"
Spinball,Action / Dexterity,2,2,"Try to maneuver the ping-pong ball into your opponents goal by deftly applying just enough backspin and English to reflect off the sidewalls and around the barrier that separates you.  You have 5 attempts to get a goal, as long as the ball keeps returning to you.  But if you put too much speed on it, it'll fly off the other side as there's no backstop in this game, only side rails.  If you can manage to curl it all the way into your opponents 'end zone' and make it come back into the goal, you get two points.  But instead of taking a point, you can set up a blocker instead, to try to protect your goal.  Comes with each players yoke like ball holder and rubber shooting implement with a small wooden handle.  One of a kind designs from Charbanova Studio (home of Aaron Weissblum), each one is hand painted and unique.&#10;&#10;"
Splendor,Card Game,2,4,"Splendor is a game of chip-collecting and card development. Players are merchants of the Renaissance trying to buy gem mines, means of transportation, shops&mdash;all in order to acquire the most prestige points. If you're wealthy enough, you might even receive a visit from a noble at some point, which of course will further increase your prestige.&#10;&#10;On your turn, you may (1) collect chips (gems), or (2) buy and build a card, or (3) reserve one card. If you collect chips, you take either three different kinds of chips or two chips of the same kind. If you buy a card, you pay its price in chips and add it to your playing area. To reserve a card&mdash;in order to make sure you get it, or, why not, your opponents don't get it&mdash;you place it in front of you face down for later building; this costs you a round, but you also get gold in the form of a joker chip, which you can use as any gem.&#10;&#10;All of the cards you buy increase your wealth as they give you a permanent gem bonus for later buys; some of the cards also give you prestige points. In order to win the game, you must reach 15 prestige points before your opponents do.&#10;&#10;"
Split Second,Action / Dexterity,3,6,"A question is read, and each player writes the answer down on a paddle; when released, the paddle will flip up into the middle, thanks to a clever rubber-band mechanism.  The player who first turns in the correct answer wins the point.  If no one turns in the correct answer, then (for number questions) the closest answer wins the point.  Each answer is no longer than four characters.  Questions range from very easy (&quot;I could have had a V-_!&quot;) to ridiculously difficult (&quot;How many teeth does a sloth have?&quot;), and make for an amusing challenge.  Adding spice are the personal questions (&quot;How many times have I lost a job?&quot;), where you have to guess what the reader answered.&#10;&#10;"
Squint,Card Game,3,8,"Using any combination of the 72 cards with various shapes on them (such as a cross, various sized circles, wavy lines, etc...), players take turns trying to convey one of the words on a &quot;squint&quot; card. The words have varying degrees of difficulty, from one to three points. Any of the non-building players can guess what the word is. If a player guesses the word before the timer runs out, both the &quot;builder&quot; and guesser receive points.&#10;&#10;"
Starship Merchants,Science Fiction,2,4,"4049: The galaxy hums with prosperity and peace two millennia after the dawn of space travel. But as mankind and its neighbors colonized the stars, the burgeoning need for resources was apparent. One by one, new geological discoveries revolutionized terraform, construction and energy technology. The sub-temperature properties of the mineral Ice-9 allowed life-giving water to flow on uninhabitable planets. Crystallized Cobalt was accidentally found to be incredibly strong, resistant to extreme pressure. And a single chunk of Deuterium could power a sprawling metropolis for a month!&#10;&#10;As a plucky entrepreneur you must explore the edges of space searching for precious minerals. Will you buy the fastest ship in the sector or hire the best pilot in the galaxy? Purchase the latest state-of-the-art gadgets, invest in planetary refineries, or pay off your rising debt? The cargo you haul could be worth fortune, so grab your helmet and suit up! The cosmos and a mountain of credits call!&#10;&#10;In Starship Merchants, each player runs a fledgling corporation looking to stake a claim in the lucrative mining business. Player will buy starships, explore the galaxy and deliver cargo for interstellar credits, all the while expanding their operations.&#10;&#10;Starting at the shipyard and ending at the dock, players will move clockwise around the four quadrants on the board to complete an entire Business Cycle. During each turn, a player either performs one action at the current quadrant or advances to the next, performing an action there. As players take actions or advance they spread apart across all four quadrants while completing individual Business Cycles.&#10;&#10;The Shipyard is where you can buy a speedy scout or a heavy load bearing tug. The Market is where Gear, Pilots, Refineries, and claims can be purchased. In the belt, starships are run by spending energy points to explore, pickup mines, or fly to another destination. The final quadrant is the Dock where delivered cargo is traded for credits.&#10;&#10;A player that ends his turn at the Dock with 100+ credits can declare the Final Run, ending the game. But after completing the Final Run, the player with the most credits wins!&#10;&#10;"
Step by Step,Abstract Strategy,2,4,"Step by Step uses excellent components to create a climbing game requiring thoughtful placement and sound planning. The game board is a square frame holding nicely-made square pieces. To begin, the frame is populated with one level of pieces on all spaces, except for the center on which five pieces are stacked and stabilized with a rod through the middle. Each player gets a large ball that fits on the hole in the pieces, and the starting position is determined based on the number of players (2-4).&#10;&#10;With the goal being to get your ball onto the center tower, you progress by moving your ball anywhere on the same level you start and then placing another piece on an adjacent space (adding a level to that space.) You can move down the structure for free as long as you don't skip a level, but once you move onto a higher level in your turn it is over. Using this mechanism, players try to craft a path to the top of the tower that can't be used by others or use their ball as a blocking point to keep someone off the level you need.&#10;&#10;"
Stephensons Rocket,Trains,2,4,"Reiner Knizia expands his fleet of tile laying games with this game about colliding railroads in early 1800's England.  There are seven different rail companies that players can expand.  Each time you extend a rail, the other stockholders can veto your action, but it might cost them their shares.  When two companies' rail touch, the railways merge to become one.  The game is over when only one company remains or there are no rail tiles remaining, and the winner is the player who earned the most money over the course of the game.&#10;&#10;"
Sticky Stickz,Action / Dexterity,2,5,"Roll, match, stick! As you might guess from the title, Sticky Stickz includes a bunch of Sticky Sticks, one for each player &ndash; and what does one do with a Sticky Stick? Stick things, of course!&#10;&#10;The game board consists of plastic wells in the bottom of the box, with each well holding a number of tiles; each tile shows 1-3 faces in one of three colors with one of three facial expressions. For each round, someone rolls the three dice &ndash; color die, number die, facial expression die &ndash; then everyone simultaneously tries to grab any tiles that match one or more of the dice by sticking those tiles with their Sticky Stick. Once all the matching tiles have been claimed, you roll the dice again and stick some more.&#10;&#10;Once a certain number of wells are empty, players compare their stacks of tiles and the player with the tallest stack wins.&#10;&#10;"
Strand-Cup,Card Game,4,8,"A card game about beach volleyball for four, six, or eight players, competing in two teams. Cards represent all of the normal plays in volleyball, such as forearm pass, spike, block, dive, etc. Players work in teams, playing cards to send the ball over the net. Combinations of cards can be played to make it more difficult for the opposing team to respond. The opposing team must then play cards to receive the ball and send it back over the net. Play continues until one team is unable to return the ball over the net. Players then re-fill their hand and begin a new point.&#10;&#10;The normal rules of volleyball apply, such as only the side serving can score and a player can't hit the ball (play a card) 2 times in succession. Quick-playing with the feeling of a real volleyball match.&#10;&#10;"
Strange Synergy,Comic Book / Strip,2,4,"From the publisher's blurb:&#10;&#10;Strange Synergy is built around 100 different Power Cards... superpowers, mutations, skills, gadgets. Each warrior starts with three different powers. You choose the combination! Can you create the unbeatable team? Can you win against superior powers?&#10;&#10;No two games are the same. How many ways can you make four different teams of three warriors, out of 100 powers? The mind boggles, and the fun never ends!&#10;&#10;Boxed game with 112 cards, rules, warrior stand-ups and bases, game map, counters, and one die.&#10;&#10;"
StreetSoccer,Dice,2,2,"StreetSoccer is the name in the Netherlands (Dutch: Straatvoetbal) for how soccer is played in parks or squares in cities and villages.&#10;In this game 2 StreetSoccer teams play a 25 'minute' match. &#10;The soccer field is 10 spaces long and 6 wide (plus spaces outside the lines).&#10;The 2 players of this game both are coaches of one team. &#10;Both coaches have 5 StreetSoccer player figures (incl. the goalie). &#10;A die determines your number of spaces to move one of your figures. If you reach the ball you shoot the ball by the unused number of pips on the die. &#10;The die makes luck a part of this game. But your choices, like which player you move to which field and where to pass the ball are very important. For the following turns you calculate chances for your opponent and yourself and you try to have your players in good positions for later situations.&#10;&#10;"
Strozzi,Nautical,3,6,"Strozzi is based on choosing vessels from a deck of cards and then deciding if you want to use them to deliver their goods to a particular port. Each port takes one type of good. You have tokens to add speed, goods, or steal someone else's ship during the round. At the end of the round scores are tabulated based on fastest ship, most goods produced and most prestige.&#10;&#10;One of the Knizia Florentine auction games.&#10;&#10;"
Survive: Escape from Atlantis!,Adventure,2,4,"Survive is a cutthroat game where players seek to evacuate their pieces from an island that is breaking up, while remembering where their highest-valued pieces are located to maximize their score.&#10;&#10;An island made up of 40 hex-tiles is slowly sinking into the ocean (as the tiles are removed from the board). Each player controls ten people (valued from 1 to 6) that they try and move towards the safety of the surrounding islands before the main island finally blows up. Players can either swim or use boats to travel but must avoid sea serpents, whales and sharks on their way to safety.&#10;&#10;Survive is very similar to Escape from Atlantis with some key differences.&#10;&#10;Survive was reprinted as &quot;Survive: Escape from Atlantis!&quot; by publisher Stronghold Games and hit store shelves in February, 2011.   The reprint contains the game Survive, as well as all the extra pieces needed in order to play the game as &quot;Escape from Atlantis&quot;.&#10;&#10;&quot;Survive: Escape from Atlantis!&quot; is game #2 in the Stronghold Games &quot;Castle Line&quot;.&#10;&#10;Expanded by:&#10;&#10;    Survive!: The Giant Squid&#10;    Survive: Escape from Atlantis! 5-6 Player Mini Expansion&#10;    Survive: Escape from Atlantis! Dolphins & Dive Dice Mini Extension&#10;&#10;&#10;&#10;&#10;"
Ta Yü,Abstract Strategy,2,4,"In Ta Y&uuml;, a sumptuously produced game of connections, one side tries to extend from the starting tile in the center to reach the western and eastern edges of the board while the opposing side tries to reach the northern and southern edges.  On your turn you simply draw a tile and decide where to place it, extending the network of tiles already on the board.&#10;&#10;Several refinements make this simple proposition into an engrossing game.  First, each tile is 3x1 (to be played on a 19x19 board) and has exactly three outlets (potential connection points). Second, your score is not simply the number of spots you've reached on one edge added to the number of spots you've reached on the other, but is the product of those two numbers.  So you can't just concentrate on one side and ignore the other, because zero times anything is still zero.  Third, on each side of the board there are three special points which score double if reached, adding a dab of focus to the choices.&#10;&#10;Interestingly, you need to play both offense and defense and will often have to decide to which use to put a particular tile.&#10;&#10;"
Taboo,Party Game,4,10,"Taboo is a party word game. Players take turns describing a word or phrase on a drawn card to their partner without using five common additional words or phrases also on the card. The opposing partners watch a timer and use a buzzer to stop the game, buzz the player describing if one of the five off limits words or phrases is used, or the describing player makes any gestures. The describing team gets a point for each card they guess successfully and the opposing team gets a point for each card they pass on, make gestures on, or lose for saying one of the off limits words or phrases. An excellent party game!&#10;&#10;Expanded by:&#10;&#10;&#10;    Taboo Refill&#10;&#10;&#10;Re-implemented by:&#10;&#10;&#10;    Taboo Junior&#10;    Celebrity Taboo&#10;&#10;&#10;"
Taj Mahal,Bluffing,3,5,"Northwest India at the beginning of the 18th century. The rule of the Grand Moguls is waning, and the Maharishis and princes seize the opportunity to take control of the region. By influencing the prominent forces, building magnificent palaces, and ensuring a steady supply of commodities, the princes increase their power until the most successful has won.&#10;&#10;The goal of the game is to gain the most influence points. These can be obtained by building palaces and by acquiring commodities. A palace can be built after securing the support of the Vizier, the General, the Monk, the Princess, or the Grand Mogul. Commodities are gained by seizing control of a region or by retrieving them on a space where a palace has just been built.&#10;&#10;There are twelve turns with an auction for the region control and the support of the Vizier, General, Monk, Princess, and Grand Mogul, each represented by a different symbol. Players use cards in four colors to bid for the various prizes, and each player may only play one color in any given turn. During your turn you can either increase your bid by playing more cards or withdraw. When you do, you gain the reward for every symbol you have the majority of. You place palaces, gain region tiles, and increase your score accordingly. There are bonus points for connecting palaces over several regions on the map.After the final area on the board is auctioned, the player with the highest point total wins the game.&#10;&#10;This game is #3 in the Alea big box series.&#10;&#10;"
Tal der Könige,Ancient,2,4,"When you see the triangular box and the luxurious, large blocks, you can tell this game was designed to be beautiful as well as functional.  The object of the game is to build pyramids out of the different colored blocks.  A pyramid scores more points when it's made from a few colors, but it's much harder to consistently outbid the other players for the necessary blocks.  The game is over when the Pharoah's Pyramid in the center is completed, which is built using all the blocks that the players don't use during the course of the game.&#10;&#10;Final round 1990 Hippodice Spieleautorenwettbewerb.&#10;&#10;"
Tally Ho!,Animals,2,2,"What happens when the hunter becomes the hunted?&#10;&#10;In Tally Ho!, one player takes the role of the hunters and the lumberjacks; the other takes the role of the foxes and bears. Both players hunt each other!&#10;&#10;At first the forest lies peacefully under the face-down tiles. As the players turn the tiles over and move them on the board, the forest awakens and the hunt destroys the serenity of the forest. The lumberjacks cut swaths through the forest to provide hunting fields for the hunters. The bears then use these same aisles to track the hunters and lumberjacks. And both sides hunt the ducks who are just trying to live in peace!&#10;&#10;The two sides are balanced with luck dominating the early game, but skill taking over at the end. Good hunting!&#10;&#10;Originally published by Spear Spiele in 1973 as Jag und Schlag, Kosmos republished the game in 2000 as Tally Ho! / Halali! as part of its Kosmos two-player series.&#10;&#10;"
Tanz der Hornochsen!,Animals,2,8,"From the publisher, AMIGO Spiel + Freizeit GmbH:&#10;&#10;This is a boardgame version of the card game Category 5 (more precisely, the version sold as 6 Nimmt!).&#10;&#10;To kick off the celebrations for the 10 year anniversary of the release of his 6 Nimmt! game, Wolfgang Kramer presents Tanz der Hornochsen, a crazy board game. It uses the base concept of the card game, but expands it and enriches it in many ways. So Tanz der Hornochsen is a completely separate gaming experience, one that pleases through both the clever game system as well as the wonderful illustrations by Oliver Freudenreich.&#10;&#10;Two to eight players try to place their cows (cardboard markers with number values) onto the meadow spaces such that they don't land on a bullhead space. The winner, at the end of the game, is the player who is the furthest away from becoming a bullhead. Tanz der Hornochsen lets even players who have no prior experience with the card game quickly get started with the bovine silliness. The bullheads await the dance!&#10;&#10;Play Summary&#10;Each round players will select a tile to play and place it face down in front of them. When everyone is ready, the tiles are revealed.&#10;&#10;Tiles are placed on the board in order, lowest to highest. Which row a tile is placed in is determined according to the following rules:&#10;1. Increasing number value. The number on the tile to be placed must be higher than the number on the tile that is currently the last tile in that row.&#10;2. Smallest difference. The tile must always be placed at the end of the row where there will be the smallest difference between it and the tile currently at that row. All four active rows must be examined to determine which has the smallest difference.&#10;3. Lowest number. If the played tile's number is lower than that of the end tile on all four rows, it must be placed at the end of the row with the highest number.&#10;&#10;When a player places a tile on a cowpie, he scores that many points and moves his pawn that many spaces around the scoring track. If the Happy Cows are active, he gets to move his pawn back (away from the Dung Heap) that many spaces instead of forward (towards the Dung Heap).&#10;&#10;When a player places a tile on the Bullhead at the end of a row, that row is completed and the player must execute the following actions in order:&#10;1. Score penalty points as shown on the Bullhead space by moving his pawn around the score track.&#10;2. Move the just-played tile to the first space on the next unoccupied row.&#10;3. Remove the remaining tiles from the completed row. Choose one or two to keep  (behind his player screen). Place the remaining tiles back in the box or off to the side. They will not be used for the remainder of the game.&#10;&#10;Enhancements over 6 Nimmt!&#10;Tanz der Hornochsen includes many enhancements over the card game versions of 6 Nimmt!, including: Double Play spaces requiring players to play 2 tiles in a round, Happy Cow spaces that reverse scores while active, the two Bull's Eye spots on the scoring track that give the player closest to the Dung Heap an advantage for a round, and the ability of players to  purchase new tiles each round prior to choosing a tile to play. All these enhancements increase the play dynamic considerably.&#10;&#10;"
Techno Witches,Fantasy,2,4,"Heinrich Glumpler is well-known for his original game ideas. With Zauberstauber (Magic Duster), he's tackled witches - but not the kind of witches that are known to most, that is, wrinkled old crones that fly about on dusty broomsticks. His new generation of witches are totally hip and savvy, and they use high-tech vacuum cleaners to take to the skies - those would be the Magic Dusters. The complicated magical duster technology makes special demands of its pilots. In the good old days, you could simply sit on your broomstick and fly off. But now, the flight pattern of the duster must first be properly programmed into the machine. No surprise then, that witches who aren't yet completely familiar with the new technology often end up on the wrong track while programming their flight routes.&#10;&#10;"
The Adventure League,Comic Book / Strip,2,4,"&#10;&#10;&#10;    &#10;        CANCELLED GAME&#10;&#10;    &#10;    &#10;         The information that BGG has on this item indicates that The Adventure League will not enter production.  This entry currently serves as a placeholder for the announced item and will likely later be removed.&#10;&#10;    &#10;&#10;&#10;From the publisher, Quest Machine:&#10;&#10;In the early 20th century THE ADVENTURE LEAGUE is formed by Lord Rex Hunter. This society of treasure hunters, adventure seekers, and artifact collectors gathers men from around the world to share their tales of glory. Each runs a global network, questing for fame, wealth, and the prestige of their home country. Together they pursue a cult that would use the powerful relics for evil, but each adventurer wants the victory to be his alone.&#10;&#10;Players follow clues and try to collect all the pieces of an ancient artifacts by strategically deploying their forces and gaining majorities in forgotten territories like El Dorado, Atlantis, and Shangri-La. Leading each team are world famous heroes:&#10;&#10;LORD REX HUNTER - Reginald Hunter was heir to a Lordship in Great Britain. His parents were chemists who were doing research in Africa when the family was lost to Ivory poachers. Years later, Rex turned up in the UK with the adventurous spirit and intelligence of his parents and the savage power of his jungle upbringing. He started THE ADVENTURE LEAGUE.&#10;&#10;DRAGON PRINCE - A true member of Eastern aristocracy, the Jade Dragon, as some call him, was never content to sit on his riches. He uses it to help those in need and for his globe-spanning adventures to recover lost artifacts of great wealth and power. Best friend of Lord Rex Hunter, but also his fiercest competitor, the Dragon Prince was the first to join his LEAGUE.&#10;&#10;DOC ROCKET - &quot;Doc Rocket&quot; is Dr. Werner Von Bronz, one of the greatest scientists of 1920's Germany. He is a physicist, adventurer, and archeologist who scours the globe looking for ancient technologies to incorporate into his gadgets. He is a former WWI fighter pilot of great courage and nobility, loyal to both his own Germany and the LEAGUE.&#10;&#10;THE WRAITH - All that is know about his previous life is that he was a police officer in a large American city on a crusade against organized crime. He now fights crime on a global scale with relentless energy and sharp focus. Some say he cannot die. His devoted followers supply him with the scientific and financial resources he needs to carry on his campaign for justice, within and outside of the LEAGUE.&#10;&#10;"
The Best of Dragon Magazine Games,Bluffing,2,6,"This is a set of six games previously published in Dragon Magazine, collected in one box, with better components, maps and playing aids:&#10;&#10;Ringside (Issue #38)&#10;Food Fight (Issue #44)&#10;Search for the Emperor's Treasure (Issue #51)&#10;File 13 (Issue #72)&#10;The Baton Races of Yaz (Issue #82)&#10;King's Table, aka Hnefatafl (Issue #128)&#10;&#10;For a complete list of Dragon Magazine games, check out this wiki:&#10;Dragon Magazine&#10;&#10;"
The Bucket King,Animals,2,6,"Card game with unusual scoring. Players play sets of animal cards trying to knock over each other's pyramids of buckets. Cards in hand can be used to attack and defend their colour buckets, taking out lower buckets causes cascades.&#10;&#10;The deck is five colours (farm animals) numbered 1-8, with two 1s and two 8s. Players start with 12 cards.  The start player plays 1-3 cards of one colour, giving a total sum. This total attacks the player to their left, who either plays 1-3 cards of the same colour totalling higher to defend, or loses a bucket. If they do defend though, that total then attacks the player to their left and so on, round the table. If it gets back to the start player, then can add 1-3 more cards to their original play, increasing the total. At some point, a player cannot defend, and buckets go tumbling. If you match the total attacking you this reverses the direction of play, meaning the cards already played are being added to additional cards to create high totals.&#10;&#10;Players look at their starting hand before building their pyramid o' buckets, so it pays to put your weak colours at the top.&#10;&#10;If you play a cards or cards, you draw back only one card from the draw deck. If you forget, tough! The game ends when a pre-set number of players lose all their buckets, the number increases with the number playing. The player with the most remaining is the winner.&#10;&#10;A game comes with enough buckets for 6 players, but you can play with multiple sets to allow larger groups to play. This works well as action down the far end of the table means you are safe, while the reversal mechanism means that there can be a build up of a lead to an unmatchable number before it breaks out of that end of the table.&#10;&#10;Seemingly a game of luck, but noticable that the same players keep winning and with experience the winning margins keep getting reduced.&#10;&#10;"
The Captain Is Dead,Science Fiction,2,7,"Imagine that you are one of the crew in your favorite science fiction TV show. Now imagine that in the last 10 minutes of the show things have gone so badly that the captain is dead, and you and a member of your crew have to pull together and save the day yourselves!&#10;&#10;The Captain is Dead is a co-op game for 2 to 7 players. All you have to do is get the ship's engines (aka &quot;Jump Core&quot;) back online and you win; but because there is a hostile alien ship trying to destroy you, that is easier said than done.&#10;&#10;You have an impressive star ship full of useful systems that will help you fend off the aliens, and get the Jump Core back online. Each system gives you an advantage while it remains online. The assault from the hostile alien ship tends to keep knocking those systems offline however. So you need to balance your time between keeping the ships system's online, fending off the alien threat, and completing your objective.&#10;&#10;Each member of your crew has special abilities and skills. You need to work as a group to maximize the potential of each role. If someone tries to be a hero, you'll all die.&#10;&#10;"
The City,Card Game,2,5,"In The City, players try to quickly and skillfully build their own city over the rounds, bringing in revenue and victory points (VPs). The cards are both buildings and currency, and the first player to collect 50 victory points wins the game. Victory points are cumulative from round to round, so a fast start yields a big advantage.&#10;&#10;Each turn, each player places a card from his hand face down, then all cards are simultaneously revealed. The cards show the buildings that the players want to build that round; building costs are paid for by discarding other cards. Some buildings provide income at the end of the round in the form of new cards, with certain buildings increasing the income provided by others; similarly, some buildings boost the VPs provided by others, with a University, for example, being worth one more VP for each School you have in play.&#10;&#10;Certain buildings have symbols on them &ndash; car, fountain, shopping cart - and the income and VPs provided by some buildings depends on how many symbols you have in play; the Autobahn, for example, is worth one dollar (i.e., card) and one VP for each car symbol you control.&#10;&#10;"
The Downfall of Pompeii,Ancient,2,4,"The year is 79 A.D. Pompeii, sitting at the foot of Vesuvius, is at the high point in its development. People come to the city from far and wide to try to make their luck in the city. So far nobody has dreamed of the danger that will bury all of their dreams under mountains of ash just ten years later. Who will survive the eruption of Vesuvius unscathed?&#10;&#10;The simple rules make it easy to get started with The Downfall of Pompeii, a game in which a lot of tactical know-how is required &ndash; along with a little luck &ndash; in order to bring your pieces out of the city at the right time.&#10;&#10;The game falls into two halves: before and after the eruption of Vesuvius. Before the eruption, players play cards to place their pieces in buildings. After the first eruption, they can also place as many relatives as the number of pieces already in the building they placed their piece in. When Omen cards are drawn, the player can take any opponent's piece and throw it into the erupting volcano. In this manner, players try to get as many pieces onto the board as close to the exits from the city as possible.&#10;&#10;After the second eruption, the game changes. Now each player places a lava tile, which kills any pieces on that square and may block exits from the city. Then they move two pieces toward the exits, moving them a number of squares equal to the pieces on the square from which they started. The player who gets the most pieces out of the city wins.&#10;&#10;&bull;&bull;&bull;&#10;&#10;The 2013 second edition of The Downfall of Pompeii includes three dual vent tiles and a new &quot;Dual Vent&quot; variant.&#10;&#10;"
The Newlywed Game,Humor,4,8,"One partner is asked a series of questions, after which their partner is quizzed to see if their answers correspond. Each correct answer gives the couple points, and after several rounds the couple with the most points wins. The usually embarrassing nature of the questions makes this a great couple/party game for adults.&#10;&#10;Based on the classic game show of the same name, devised by Nicholson-Muir and produced by Chuck Barris.&#10;&#10;"
